production_date,machine_id,employee_id,product_id,shift_id,units_produced,defective_units,production_hours
2026-01-24,10,23,12,2,363,9,1.11
2026-05-14,87,238,18,2,604,13,4.48
2024-08-11,74,234,10,2,54,2,6.99
2026-01-21,53,189,18,2,65,1,1.1
2023-02-12,44,100,4,3,85,2,1.91
2025-05-01,35,95,13,3,232,2,7.34
2024-08-14,21,29,6,2,139,3,7.99
2023-11-15,87,215,3,3,748,4,6.97
2024-01-02,32,89,17,2,54,1,6.35
2025-11-12,68,188,11,2,131,4,4.37
2026-01-21,11,28,1,1,278,7,6.08
2024-12-01,85,238,13,2,141,4,4.65
2023-03-03,25,36,10,1,187,6,6.97
2025-04-04,59,160,12,1,258,4,2.17
2025-10-09,65,158,16,1,177,4,3.71
2025-07-16,26,8,2,1,885,16,1.03
2025-05-01,94,273,15,2,307,8,7.79
2026-05-02,11,14,1,2,416,3,4.93
2026-02-07,18,36,15,1,864,17,6.08
2024-10-11,85,238,13,2,162,5,3.18
2023-04-23,39,87,1,1,303,11,5.65
2024-07-28,98,270,10,2,1196,29,6.95
2025-10-17,73,224,6,1,79,1,6.17
2024-01-14,4,24,18,3,51,1,7.09
2025-01-12,83,232,6,3,89,1,1.67
2024-01-10,44,105,6,1,114,1,5.08
2026-01-31,7,23,17,2,109,2,7.39
2026-01-23,76,242,11,2,78,2,7.34
2024-09-30,13,31,1,2,365,4,1.65
2023-07-13,7,14,6,2,115,4,1.03
2025-04-11,6,36,18,1,109,3,1.75
2023-06-17,77,241,2,2,321,6,2.18
2023-02-04,78,235,1,2,390,8,2.53
2024-05-03,22,53,1,3,164,4,1.04
2025-10-05,36,121,2,3,430,8,2.67
2024-01-30,84,234,11,2,311,7,4.69
2024-08-12,55,180,11,3,74,2,2.74
2024-06-06,16,51,15,1,809,15,1.01
2023-09-20,81,219,15,1,890,17,2.29
2023-09-29,16,48,15,1,341,6,2.62
2025-03-19,6,52,6,2,57,1,7.76
2024-03-06,15,42,15,3,413,7,6.81
2025-07-04,14,27,2,1,223,3,2.03
2025-04-21,16,29,15,2,687,18,5.62
2024-02-28,60,166,2,3,349,7,3.47
2025-09-28,92,269,14,3,290,4,4.06
2023-05-06,59,183,2,1,180,2,6.24
2024-08-11,27,32,4,2,788,4,2.98
2026-04-16,2,36,10,1,98,2,3.43
2025-09-03,61,166,13,3,349,4,2.89
2024-04-25,60,162,1,2,398,12,3.69
2023-08-13,76,229,7,3,74,2,6.05
2025-11-23,97,265,17,2,1135,9,6.22
2024-05-09,78,243,1,2,294,4,2.76
2025-10-14,94,279,15,1,841,26,1.02
2026-03-09,43,120,15,2,649,16,1.01
2025-05-20,14,52,13,2,278,2,5.87
2026-05-17,26,46,10,1,1657,20,4.95
2024-10-27,64,166,15,3,346,8,7.0
2025-10-06,32,119,18,2,69,2,4.02
2026-03-03,97,264,4,2,780,16,2.62
2025-12-31,27,35,11,2,648,20,1.72
2024-03-28,76,227,7,1,67,1,2.53
2025-04-17,34,85,11,1,55,1,7.94
2024-11-28,61,167,1,2,271,1,5.28
2024-05-08,34,123,10,3,45,1,4.33
2025-09-29,22,48,5,1,115,4,6.57
2026-04-08,13,11,12,1,267,4,7.47
2025-07-15,58,176,13,3,434,2,5.87
2023-02-13,13,46,12,1,290,7,2.35
2024-02-06,31,87,7,1,66,1,2.38
2024-04-07,8,48,4,1,119,2,1.94
2025-06-03,27,29,18,2,815,16,5.82
2023-01-16,21,36,3,1,103,2,3.62
2025-04-30,96,275,13,1,127,3,4.04
2026-02-10,22,23,1,2,195,7,7.65
2023-11-19,80,223,15,2,845,11,5.62
2026-06-05,61,181,2,2,377,5,2.95
2025-04-11,29,86,16,2,77,1,3.63
2023-09-17,12,43,1,3,177,3,2.61
2025-03-19,15,41,15,3,894,30,5.99
2026-01-08,7,39,7,2,69,2,6.59
2026-01-18,7,38,11,2,49,1,2.69
2023-07-11,45,118,1,3,126,3,2.83
2025-10-01,23,8,11,1,317,6,6.87
2025-11-26,30,125,6,3,58,1,5.37
2024-10-21,87,230,3,2,1443,12,2.15
2023-01-24,45,86,5,2,66,1,6.43
2023-12-04,4,11,18,1,114,2,1.57
2026-01-08,65,160,4,1,155,4,1.4
2024-12-24,83,213,7,3,140,1,3.65
2026-01-22,68,172,10,1,308,8,2.04
2025-10-02,75,228,17,2,106,2,7.37
2024-10-05,23,24,13,3,197,4,4.28
2026-05-12,63,155,15,2,350,6,1.02
2024-11-30,33,109,18,2,51,1,3.53
2025-02-12,73,217,3,2,112,2,1.86
2024-10-20,36,117,2,3,339,6,5.63
2023-03-27,22,42,3,3,70,1,5.38
2026-05-18,27,21,11,1,1757,25,4.91
2024-01-14,3,45,10,1,56,1,1.45
2024-06-01,7,13,3,1,107,3,1.87
2024-06-19,73,236,5,2,120,4,6.13
2025-08-28,89,267,10,3,103,1,7.16
2025-12-18,25,30,14,1,265,6,1.45
2023-10-17,20,49,6,2,162,2,5.33
2024-09-21,22,39,2,2,164,3,3.08
2025-12-18,57,162,18,2,95,2,2.5
2023-03-25,34,90,4,3,89,3,3.04
2025-02-04,53,164,18,2,77,1,7.06
2024-11-27,55,168,18,2,109,2,5.78
2025-08-20,3,48,6,1,88,3,3.15
2025-12-22,39,117,12,3,408,6,7.41
2024-05-09,30,91,18,2,111,3,5.88
2025-08-11,37,106,2,3,181,2,5.72
2024-08-19,39,125,1,3,272,5,2.43
2026-04-17,47,97,10,3,180,4,7.18
2023-07-04,30,94,6,2,52,1,5.98
2026-05-27,63,161,15,3,503,7,2.69
2024-03-19,95,268,4,1,94,1,3.83
2023-03-13,30,87,3,1,49,2,7.69
2024-11-01,84,237,11,3,199,8,1.67
2024-03-03,56,189,10,2,43,0,7.98
2023-08-18,14,27,14,1,431,6,1.9
2025-08-25,2,21,3,1,103,1,2.85
2023-01-07,82,216,3,3,114,2,3.74
2023-06-06,46,93,5,3,139,4,5.23
2024-08-10,73,233,11,3,53,1,4.77
2024-12-03,54,187,4,2,43,1,5.11
2024-03-17,56,166,7,3,117,1,5.21
2024-11-17,32,113,17,1,83,1,3.93
2023-09-24,5,50,17,3,106,3,4.75
2024-11-22,6,29,5,2,70,2,4.45
2023-07-16,59,156,12,2,209,2,6.22
2023-04-24,3,8,16,1,106,2,7.19
2025-03-02,54,159,5,1,59,1,5.79
2024-03-23,29,91,7,2,72,1,7.28
2024-01-11,59,186,12,2,373,6,5.0
2023-10-20,66,181,1,2,113,3,7.89
2024-05-10,39,87,1,1,305,4,7.27
2024-12-02,73,227,16,1,78,2,2.66
2023-10-07,76,236,10,2,92,2,1.32
2025-01-28,49,124,4,2,1424,3,5.84
2026-03-02,7,38,18,2,114,3,5.95
2023-02-02,38,121,2,3,381,6,7.94
2026-03-19,22,31,2,2,167,3,6.37
2026-05-23,50,103,15,2,1729,23,6.22
2023-10-25,62,159,15,1,848,20,6.48
2024-05-23,87,243,19,2,800,5,3.31
2026-03-12,3,38,17,2,119,4,6.55
2024-01-14,23,18,13,1,314,10,6.46
2025-04-07,39,94,14,2,438,13,4.92
2025-08-26,56,155,10,2,59,1,3.79
2023-12-23,57,155,4,2,67,2,3.17
2024-03-27,31,118,11,3,81,2,5.69
2026-02-23,48,100,14,3,293,9,1.12
2025-04-14,38,85,13,1,210,4,7.87
2024-11-30,78,232,14,3,165,5,4.84
2026-01-20,19,31,2,2,97,1,4.04
2025-02-13,76,225,11,1,84,2,3.85
2025-09-13,29,85,10,1,94,2,1.69
2026-03-16,19,18,1,1,146,3,7.86
2025-03-27,34,97,17,3,109,3,2.04
2023-03-25,41,117,15,3,330,6,6.83
2025-11-18,30,85,5,1,95,3,5.2
2025-03-03,53,158,5,1,104,1,2.41
2023-02-22,25,45,10,1,112,3,7.62
2023-06-14,8,45,17,1,77,1,5.41
2025-04-15,43,88,15,1,481,14,7.04
2025-04-22,80,243,15,2,447,7,1.35
2023-02-04,87,221,17,3,1514,21,4.08
2025-07-08,54,164,5,2,57,2,6.08
2024-12-06,56,162,11,2,42,1,4.89
2023-04-08,66,184,3,3,101,3,4.96
2025-03-24,9,22,1,1,418,3,5.72
2025-07-18,25,18,14,1,159,3,1.62
2024-02-19,42,107,15,2,653,12,7.41
2025-08-08,63,188,15,2,310,12,2.43
2023-06-10,22,49,6,2,101,2,1.0
2024-10-12,58,169,12,2,217,3,4.27
2024-01-25,46,109,6,2,115,4,4.13
2024-06-25,75,222,17,3,115,4,1.34
2023-10-16,80,223,15,2,705,8,3.06
2024-08-06,13,33,13,3,177,2,2.66
2025-08-21,34,91,3,2,108,2,1.76
2025-10-03,63,185,15,3,849,13,6.79
2023-12-18,25,22,11,1,246,6,4.82
2025-05-22,66,182,16,1,119,2,7.12
2026-01-18,15,38,15,2,626,15,3.86
2025-10-06,79,237,14,3,428,4,6.03
2025-09-06,96,265,11,2,279,9,1.43
2025-11-27,67,169,11,2,299,14,6.65
2026-01-12,2,29,5,2,58,1,1.59
2024-11-02,24,20,10,3,272,11,2.11
2024-11-17,95,283,18,2,198,5,7.92
2026-03-12,96,270,11,2,138,3,6.13
2024-11-01,23,10,14,3,245,5,3.79
2026-02-15,82,243,5,2,196,3,6.41
2026-01-24,59,188,13,2,158,1,7.67
2026-05-24,5,27,5,1,69,2,5.64
2025-11-05,82,235,17,2,134,2,5.54
2025-11-14,83,223,2,2,76,1,5.53
2025-07-26,61,188,12,2,168,2,5.87
2026-01-19,47,96,14,2,202,5,4.13
2023-02-23,75,237,7,3,118,2,4.16
2025-08-02,10,45,1,1,403,8,5.27
2026-03-22,75,217,11,2,95,3,4.54
2025-11-23,20,14,18,2,110,2,4.46
2025-12-09,89,279,18,1,40,0,3.79
2025-01-25,86,238,16,2,606,18,5.87
2025-02-19,92,273,14,2,319,6,5.8
2023-12-10,4,49,6,2,75,1,7.3
2024-05-29,45,108,17,1,106,2,7.54
2023-10-15,81,225,15,1,661,15,6.79
2023-09-30,24,46,14,1,274,7,4.73
2024-02-03,36,110,2,3,429,10,7.72
2023-12-03,14,27,14,1,283,4,1.56
2025-09-16,43,96,15,2,482,13,7.4
2025-04-06,22,42,7,3,116,2,7.08
2023-07-29,73,232,18,3,68,2,7.02
2025-01-26,14,41,14,3,337,5,1.18
2026-02-18,70,170,10,2,1164,10,1.11
2024-04-04,66,172,17,1,61,1,2.36
2023-08-20,16,49,15,2,792,10,5.19
2026-04-06,26,39,8,2,983,12,2.88
2024-09-21,48,98,11,1,122,3,3.28
2023-08-08,43,105,15,1,521,14,6.1
2025-12-10,29,111,4,3,52,1,2.67
2026-06-25,42,87,15,1,572,12,7.67
2023-06-28,89,265,17,2,44,1,6.43
2026-04-26,53,187,6,2,107,1,4.31
2024-07-10,17,36,15,1,669,25,1.91
2025-04-03,73,230,18,2,60,2,7.23
2025-05-02,77,238,14,2,179,6,7.69
2025-07-10,80,229,15,3,851,16,4.1
2024-11-22,22,14,4,2,190,5,3.36
2026-04-19,94,270,15,2,732,22,7.75
2023-12-31,42,124,15,2,814,27,1.9
2024-11-11,16,11,15,1,326,10,1.95
2024-09-20,6,8,7,1,87,3,5.47
2023-09-26,31,89,16,2,54,2,6.6
2024-10-25,9,19,1,1,324,4,4.36
2026-02-11,87,233,11,3,873,9,5.77
2026-06-17,38,118,12,3,346,7,3.7
2024-03-30,66,163,4,1,168,3,4.14
2023-11-03,60,172,14,1,153,3,1.91
2024-03-04,22,29,17,2,77,2,4.68
2023-10-01,23,51,13,1,148,3,6.85
2024-09-16,83,217,5,2,83,1,1.41
2025-04-30,12,39,2,2,284,3,4.43
2023-02-19,76,227,18,1,108,2,2.16
2023-12-29,70,159,12,1,870,10,7.3
2026-02-25,43,101,15,2,572,17,4.39
2026-06-20,79,243,1,2,196,3,4.58
2025-02-22,94,285,15,1,867,14,2.69
2025-06-19,7,41,7,3,55,1,5.52
2025-06-26,62,167,15,2,522,10,7.48
2024-01-08,24,7,10,2,144,5,2.09
2023-12-17,84,219,11,1,344,7,1.71
2024-09-12,43,122,15,1,541,12,4.87
2024-05-15,22,26,18,2,198,4,2.42
2023-09-08,41,102,15,1,800,17,6.07
2025-03-16,67,168,14,2,174,4,2.73
2026-03-28,44,101,17,2,187,4,5.28
2023-01-06,24,34,11,1,147,3,5.0
2024-05-19,21,9,18,1,179,6,6.32
2024-10-31,15,19,15,1,441,13,5.06
2023-11-02,70,169,5,2,557,10,6.69
2025-03-24,13,14,13,2,177,3,4.84
2025-09-28,6,22,10,1,117,4,6.68
2024-12-16,63,187,15,2,515,14,5.85
2024-04-29,49,117,9,3,1595,8,3.76
2024-07-23,6,18,5,1,78,2,2.65
2025-07-31,11,42,12,3,184,4,3.43
2023-07-11,27,52,19,2,546,6,6.45
2024-12-14,22,52,2,2,66,1,1.65
2023-04-27,37,117,2,3,250,4,7.38
2026-04-30,64,159,15,1,811,35,1.65
2026-05-25,19,31,5,2,82,1,1.81
2023-03-27,14,14,2,2,211,1,5.32
2025-12-19,18,52,15,2,748,10,7.53
2024-08-24,85,236,14,2,246,6,2.35
2024-01-02,27,40,1,1,1432,16,5.55
2023-11-03,40,118,15,3,588,8,2.23
2025-12-10,3,41,3,3,57,2,7.45
2026-05-06,79,234,13,2,296,1,3.63
2024-12-17,81,219,15,1,689,6,6.88
2026-03-11,91,262,2,1,326,5,1.9
2024-04-13,67,155,13,2,348,9,4.18
2026-01-30,25,33,10,3,183,3,4.78
2024-06-15,17,19,15,1,376,13,7.22
2023-04-21,4,15,4,2,94,2,1.86
2025-10-10,65,168,1,2,131,3,1.42
2025-06-02,8,34,6,1,94,1,7.03
2024-07-30,31,93,7,3,107,4,5.55
2023-11-21,45,105,17,1,61,2,2.55
2023-05-01,38,87,2,1,213,3,1.12
2025-07-13,55,185,11,3,87,3,3.96
2025-06-25,85,215,10,3,251,10,5.74
2024-05-19,49,103,11,2,1014,4,4.36
2023-01-06,34,114,3,2,54,1,1.31
2023-03-21,16,38,15,2,512,15,1.19
2025-07-09,56,189,16,2,91,3,2.93
2025-11-23,66,164,3,2,70,1,4.81
2023-08-08,94,273,15,2,451,12,5.15
2025-08-07,14,27,1,1,193,1,2.37
2023-04-21,61,160,2,1,386,5,5.99
2025-12-22,7,24,18,3,75,1,4.44
2024-02-07,55,165,6,3,43,1,1.12
2024-12-28,46,119,1,2,174,4,3.98
2024-02-23,34,116,5,2,55,1,4.93
2023-11-17,94,268,15,1,750,21,7.45
2023-06-11,54,181,7,2,85,2,5.1
2024-06-28,18,50,15,3,712,7,3.9
2023-02-21,44,125,2,3,77,1,6.57
2023-09-12,81,228,15,2,558,12,1.26
2026-01-18,35,122,2,1,432,8,1.48
2026-03-21,98,284,17,3,506,7,3.21
2023-03-28,9,26,2,2,280,3,5.27
2025-03-19,81,222,15,3,841,17,7.93
2025-08-06,89,264,16,2,115,1,4.07
2026-02-13,57,178,11,2,77,3,1.71
2025-09-20,13,15,2,2,296,7,7.67
2025-06-13,79,221,2,3,243,5,2.48
2026-03-10,69,172,19,1,733,15,7.97
2025-06-01,2,10,17,3,57,1,1.18
2023-12-18,69,183,15,1,716,6,1.62
2024-06-15,21,48,5,1,84,3,6.95
2024-04-26,75,243,6,2,87,2,5.79
2025-10-30,79,229,12,3,449,4,4.14
2023-02-15,15,11,15,1,850,20,4.53
2023-05-25,39,117,1,3,429,12,7.5
2023-11-26,40,119,15,2,423,12,4.16
2026-03-15,47,118,14,3,212,5,7.81
2026-01-11,2,40,7,1,45,1,3.93
2024-01-22,94,264,15,2,689,10,4.94
2023-11-20,55,159,6,1,105,3,7.24
2026-05-13,81,221,15,3,733,19,4.92
2026-04-20,63,179,15,1,663,8,2.61
2023-08-19,12,43,14,3,331,5,3.99
2023-12-29,76,233,16,3,102,3,2.99
2024-04-04,97,279,15,1,1182,11,6.06
2024-08-22,62,179,15,1,346,10,7.19
2026-06-02,98,282,18,3,1270,10,3.69
2025-07-16,35,124,14,2,411,3,3.19
2026-04-02,2,15,10,2,71,1,6.78
2023-01-01,75,230,7,2,104,3,7.77
2025-03-30,30,102,10,1,108,2,5.88
2024-06-13,6,33,7,3,90,4,4.36
2026-03-25,73,227,11,1,48,1,3.97
2023-06-01,9,11,13,1,259,1,7.99
2023-12-01,33,107,11,2,66,1,6.0
2023-01-01,29,115,3,3,83,1,2.31
2025-11-12,34,105,10,1,52,2,3.8
2025-01-07,98,262,6,1,1070,8,6.25
2025-05-28,35,92,12,3,312,7,5.55
2026-03-07,98,271,17,1,1352,1,3.81
2023-09-17,65,158,1,1,126,2,5.16
2026-01-24,75,233,5,3,109,3,7.69
2023-10-25,55,183,10,1,52,1,2.9
2024-04-08,56,187,6,2,81,2,5.36
2026-01-23,86,225,17,1,1364,26,5.32
2026-06-20,33,122,3,1,110,4,4.08
2026-04-19,50,121,18,3,1034,19,7.85
2026-06-10,7,13,6,1,57,2,6.06
2025-01-09,8,49,4,2,71,1,5.88
2023-08-21,97,263,9,1,644,4,4.32
2026-01-06,8,20,11,3,111,1,6.65
2023-09-15,42,100,15,3,402,6,4.6
2025-02-15,49,123,2,3,1494,3,1.05
2024-09-08,91,282,12,3,219,6,3.09
2024-08-23,34,96,5,2,88,2,7.99
2025-06-09,37,120,12,2,370,3,4.48
2023-01-30,59,170,2,2,309,6,3.2
2026-01-05,66,182,18,1,67,1,5.0
2024-01-29,41,105,15,1,818,12,6.64
2024-06-12,17,21,15,1,714,23,7.13
2024-11-20,87,218,11,2,1092,11,1.38
2024-12-11,44,123,2,3,118,1,7.48
2024-08-25,95,275,7,1,106,2,7.74
2024-09-28,58,184,14,3,355,4,1.94
2023-08-01,9,30,1,1,190,4,2.24
2025-10-27,13,11,13,1,278,5,4.73
2026-01-04,53,157,5,2,41,1,1.76
2026-02-18,54,184,4,3,56,1,2.37
2025-06-28,79,232,13,3,156,2,7.52
2024-06-22,18,51,15,1,468,9,5.47
2025-12-18,19,52,6,2,124,2,2.6
2025-05-30,65,175,16,3,148,3,5.88
2026-02-08,74,214,4,3,84,2,7.82
2024-09-26,49,101,14,2,761,8,1.86
2024-06-02,31,117,18,3,86,3,6.58
2025-05-29,36,88,1,1,280,3,3.14
2023-10-26,91,276,13,3,250,2,6.92
2025-07-05,18,18,15,1,592,14,6.39
2025-06-16,66,159,4,1,161,2,6.35
2023-12-14,39,95,14,3,165,4,2.34
2023-05-30,74,225,7,1,100,1,3.48
2026-05-27,75,214,6,3,89,3,7.74
2023-03-09,34,106,16,3,89,2,5.26
2025-10-27,31,105,10,1,58,2,2.87
2023-01-25,44,99,17,2,69,2,7.0
2025-11-20,87,236,4,2,641,9,6.01
2025-11-19,64,186,15,2,368,10,6.9
2024-06-04,23,23,10,2,334,7,5.69
2025-12-24,35,112,1,2,257,6,6.74
2026-05-19,97,264,13,2,1768,29,2.52
2024-10-18,76,216,5,3,70,1,5.51
2025-11-15,74,227,10,1,72,2,7.12
2026-04-15,85,231,11,1,235,5,4.6
2024-09-18,97,281,2,1,1144,18,4.37
2025-07-09,65,160,17,1,95,2,2.78
2026-01-11,12,52,12,2,345,2,5.97
2026-04-28,17,19,15,1,760,18,2.14
2023-11-06,78,238,1,2,207,5,7.9
2023-11-18,67,155,11,2,341,9,7.17
2026-03-29,23,39,13,2,242,5,7.47
2023-01-31,16,8,15,1,489,15,2.61
2025-03-01,3,10,10,3,99,2,4.04
2026-02-17,4,38,11,2,101,1,6.0
2024-01-23,76,215,17,3,87,1,3.69
2026-02-06,8,52,16,2,77,1,7.5
2025-11-11,89,264,11,2,46,1,6.5
2024-02-04,76,233,7,3,80,2,3.17
2023-03-13,81,223,15,2,303,7,2.39
2024-01-09,3,35,3,2,40,1,3.59
2025-06-15,44,122,3,1,79,2,3.32
2025-03-09,6,33,3,3,94,2,2.88
2024-09-04,89,274,18,2,51,1,5.96
2025-07-04,30,103,5,2,109,3,3.27
2023-03-27,81,221,15,3,835,17,5.31
2025-05-30,77,237,2,3,364,6,4.84
2026-03-08,19,30,1,1,163,3,2.12
2026-01-10,2,39,16,2,95,2,4.91
2025-08-25,87,231,4,1,1583,30,7.97
2023-03-04,66,158,18,1,154,2,6.62
2026-03-12,48,114,13,2,216,4,7.28
2023-02-15,82,220,7,1,82,2,1.93
2025-02-17,47,114,14,2,103,2,3.12
2023-10-13,1,42,18,3,49,1,6.49
2025-08-01,69,174,4,2,1496,33,4.2
2025-09-26,94,285,15,1,603,10,3.7
2026-02-03,10,12,12,1,224,5,2.96
2025-06-11,81,225,15,1,572,8,2.24
2026-04-18,65,175,1,3,79,2,4.14
2026-02-07,35,108,13,1,327,4,5.77
2025-11-01,6,26,3,2,56,2,1.02
2023-01-01,17,29,15,2,888,24,1.13
2024-03-25,9,46,14,1,325,8,3.87
2023-10-06,62,164,15,2,585,10,6.93
2026-02-20,23,38,14,2,256,7,3.3
2023-07-02,37,85,1,1,398,11,4.64
2024-06-20,70,165,6,3,1426,9,2.68
2026-01-15,57,158,3,1,87,1,1.04
2023-07-07,46,120,5,2,89,3,5.02
2023-08-12,84,218,11,2,308,7,5.6
2025-01-12,58,159,1,1,266,6,7.63
2023-10-06,60,157,12,2,252,4,1.31
2023-01-10,59,174,1,2,397,7,2.79
2026-03-21,91,264,12,2,309,4,4.93
2026-03-08,39,99,2,2,417,10,4.28
2024-12-06,79,219,14,1,217,1,5.17
2023-06-30,64,161,15,3,827,35,7.48
2023-06-19,26,25,15,2,936,16,7.31
2024-11-11,10,8,13,1,173,4,2.08
2024-03-30,92,281,14,1,243,6,1.48
2024-06-08,29,108,4,1,107,3,6.35
2025-12-21,45,94,3,2,75,1,3.84
2025-05-29,75,226,5,3,97,3,2.36
2025-10-27,34,104,10,1,64,3,4.83
2024-09-02,42,99,15,2,715,15,7.41
2025-07-01,44,106,5,3,173,3,7.49
2026-06-23,54,177,4,1,82,2,3.47
2026-03-02,54,164,16,2,63,1,6.1
2024-10-26,5,40,18,1,53,1,1.3
2024-04-23,41,86,15,2,402,14,7.66
2026-05-15,63,186,15,2,319,9,2.0
2023-12-29,60,178,1,2,236,3,5.44
2024-10-07,85,224,14,1,309,5,7.44
2025-06-15,11,49,2,2,310,7,6.49
2023-11-20,47,88,13,1,320,8,3.92
2023-08-16,7,11,18,1,83,2,2.5
2025-06-20,24,28,10,1,262,6,7.23
2025-10-05,60,172,1,1,201,3,6.35
2024-12-25,17,35,15,2,674,27,5.51
2023-01-20,94,264,15,2,702,15,3.01
2024-02-21,29,104,5,1,114,2,1.83
2025-05-27,17,8,15,1,346,12,4.55
2026-01-16,38,89,1,2,303,8,5.39
2026-06-16,30,106,11,3,62,1,7.72
2024-11-28,33,108,11,1,58,1,1.32
2025-09-24,5,9,3,1,112,2,7.58
2025-05-27,3,31,11,2,110,2,1.41
2023-04-01,60,184,13,3,273,4,7.97
2024-03-22,97,283,5,2,896,8,4.99
2024-04-05,80,235,15,2,321,6,1.02
2026-01-05,50,95,8,3,1021,3,2.29
2024-03-24,24,48,14,1,302,7,2.55
2023-03-07,13,10,1,3,442,12,1.28
2024-05-15,57,156,18,2,40,2,5.46
2025-11-11,77,242,14,2,279,5,2.7
2025-03-15,15,11,15,1,754,15,2.54
2025-07-23,1,24,18,3,82,3,6.28
2025-07-12,77,238,12,2,315,10,7.0
2026-04-30,12,16,12,1,366,3,3.18
2024-01-02,31,100,3,3,41,1,7.19
2024-06-07,49,107,14,2,1446,28,7.88
2023-01-03,97,281,5,1,1411,21,1.8
2023-01-13,21,20,1,3,106,2,2.32
2023-12-17,22,12,2,1,77,3,3.47
2023-01-09,16,39,15,2,674,14,4.96
2024-03-09,15,38,15,2,848,23,3.6
2026-03-11,11,52,12,2,387,4,5.83
2026-02-12,97,265,10,2,1558,14,1.31
2025-12-31,45,100,4,3,115,4,1.47
2025-11-07,83,243,7,2,182,4,7.29
2023-04-20,37,106,13,3,199,1,7.97
2023-04-21,65,164,5,2,105,2,4.86
2023-10-05,74,217,16,2,59,1,1.41
2024-03-08,37,116,13,2,217,6,7.47
2025-01-07,15,10,15,3,891,21,5.22
2025-06-17,2,49,7,2,103,3,3.51
2025-02-02,98,265,16,2,897,16,1.29
2025-05-05,17,38,15,2,643,16,7.2
2023-04-28,54,166,5,3,84,2,6.01
2024-12-29,60,183,14,1,353,2,7.32
2023-05-26,74,220,7,1,42,1,5.56
2025-08-19,12,32,1,2,302,5,3.65
2024-03-22,21,43,1,3,90,1,7.61
2023-05-17,33,119,17,2,119,2,3.71
2023-08-31,78,215,2,3,364,6,4.41
2025-05-05,48,110,10,3,315,8,7.79
2025-03-17,6,30,16,1,59,2,1.59
2023-05-04,54,177,18,1,78,2,5.07
2025-06-22,34,104,5,1,95,2,3.74
2024-04-05,41,123,15,3,881,10,3.92
2023-12-09,89,281,3,1,98,2,2.33
2024-08-28,53,162,3,2,58,1,2.79
2026-02-10,94,266,15,2,628,13,2.87
2025-12-29,95,278,1,1,186,3,7.64
2026-06-29,96,281,13,1,338,8,3.85
2024-06-23,41,90,15,3,525,8,2.41
2025-08-01,32,93,17,3,63,2,7.22
2024-04-05,48,119,14,2,162,4,2.83
2023-06-08,5,50,16,3,50,1,5.94
2025-04-10,94,278,15,1,328,9,3.62
2026-02-28,49,114,10,2,1050,17,4.5
2024-02-13,55,171,18,2,86,2,7.77
2025-03-15,78,228,13,2,347,7,7.52
2025-06-01,68,178,13,2,153,3,7.34
2025-01-27,23,27,10,1,105,3,4.75
2025-11-06,79,223,12,2,194,1,6.7
2025-01-30,55,163,18,1,113,2,3.67
2024-05-05,61,165,1,3,156,5,4.17
2026-04-20,18,21,15,1,421,7,2.86
2026-01-20,38,88,13,1,448,9,2.37
2024-09-08,21,32,6,2,141,2,7.2
2025-04-25,8,34,11,1,68,1,5.6
2023-03-03,14,49,1,2,423,7,5.52
2023-12-09,67,187,10,2,136,4,7.52
2026-02-14,76,227,6,1,75,2,3.23
2025-06-05,92,270,2,2,408,7,6.58
2025-10-15,96,282,11,3,149,3,5.5
2025-12-19,89,283,5,2,92,2,6.58
2026-03-28,19,20,4,3,170,2,3.8
2023-01-07,25,18,11,1,128,2,2.95
2023-11-09,6,46,18,1,96,2,7.53
2025-09-17,49,105,14,1,864,4,6.11
2024-02-04,24,26,11,2,130,3,3.98
2024-03-21,31,121,6,3,90,2,4.7
2023-03-13,12,37,2,1,251,3,1.85
2025-11-27,46,107,7,2,160,4,2.23
2026-03-24,82,233,7,3,184,3,6.49
2024-03-12,49,124,9,2,980,5,2.04
2026-06-15,97,276,16,3,889,16,7.26
2025-01-14,23,6,10,3,318,9,4.32
2023-09-22,30,107,16,2,69,1,3.96
2025-03-24,46,87,4,1,83,2,7.35
2025-03-07,62,156,15,2,809,11,6.52
2025-10-03,68,164,14,2,131,2,2.09
2026-02-17,89,279,16,1,111,1,5.42
2024-06-20,12,37,14,1,423,9,7.02
2025-06-25,65,166,18,3,127,2,1.92
2023-11-27,29,94,7,2,105,1,1.12
2024-12-09,83,222,17,3,99,2,6.02
2025-04-09,96,282,14,3,114,4,3.64
2025-01-31,85,223,14,2,267,5,1.35
2024-05-16,87,238,13,2,636,6,6.99
2025-10-04,8,23,3,2,75,1,1.73
2026-02-18,66,174,16,2,138,2,6.41
2023-05-27,43,94,15,2,525,10,6.42
2024-08-10,92,263,12,1,354,8,2.6
2023-05-10,64,177,15,1,621,23,6.11
2024-05-29,6,29,18,2,112,2,1.51
2025-01-24,86,234,3,2,677,14,4.0
2024-12-01,10,10,12,3,318,2,4.0
2026-04-28,94,264,15,2,516,11,5.14
2023-05-04,67,176,14,3,222,8,6.62
2025-06-09,3,22,7,1,60,1,5.67
2023-10-06,91,277,1,3,195,2,2.05
2025-05-30,26,42,16,3,1770,29,3.82
2023-03-16,89,276,3,3,112,2,7.68
2025-10-01,10,16,14,1,397,8,2.62
2025-03-08,24,14,11,2,272,6,6.35
2025-12-31,45,121,1,3,181,4,5.54
